title,body,url,side_score,failure_score,noise_score,final_score,reason
스토어팜 관심 있는분은 여기로,"20/06/13 19:31
안녕하세요.
전대 다니다가 네이버 스마트스토어를 시작으로 온라인 비지니스 구축하고 있는 휴학생입니다.
작년 9월에 신사임당 영상보고 스토어팜 시작했습니다. 첫달 순수익 200만원으로 시작해서 현재 순수익 1200만원에 왔습니다.
사업규모가 커짐에 따라 주변 사람들이 미치는 영향이 커졌습니다. 혼자 하다가 한사람 한사람 만남에 생각과 방향이 달라지고 배우는게 많습니다. 따라서 관심사가 같은 분과 소통하고 서로 성장할 수 있는 기회를 만들고 싶습니다.
저는 현재 상대 근처에서 사무실을 잡고 근무중입니다. 사무실에 편히 오셔서 이야기 나누셔도 됩니다. 전남대 카페24 창업센터에 입주된 자리가 있어서, 회의실 사용도 가능합니다.
단톡방을 개설했습니다. 온라인 비지니스 관심있는 분은 들어오셔서 소통해주세요.
https://open.kakao.com/o/gkLlGogc
실명으로만 들어오실 수 있습니다. 장난사절. 사무실 사진 첨부합니다 진리관이 보여요^^ 지금은 사입한 물건이 들어와서 복잡하긴 합니다.",https://everytime.kr/375208/v/126544609,4,3,0,7,부업 관련이나 실패 여부 애매
본인이 쌉관종🤪 또는 인싸😎라고 생각하면 커몬,"20/09/14 16:32
<다큐멘터리 3일> 제1회 ‘시청자 VJ 챌린지’ 개최 안내
<다큐멘터리 3일>가 제1회 ‘시청자 VJ 챌린지’를 개최합니다.
다들 코로나19 때문에 답답하고, 우울하시죠?
하지만 마냥 축 처져 있을 수만은 없는 일!
시청자분들이 VJ가 되어
여러분 자신의 일상과 주변의 모습을 담아 주세요.
심심하고 특별한 것 없어 보이는 당신의 요즘 일상이 <다큐 3일>이 됩니다.
집콕 생활, 재택근무, 비자발적 백수 생활, 텅 빈 가게와 시장... 어떤 내용이라도 좋습니다.
여러분의 일기를 ‘셀카’ 혹은 ‘브이로그’ 형태로 기록해 주세요!
** 단! 이것만은 꼭 담아 주세요.
1. 촬영 시작 시 여러분에 대한 간단한 소개를 해주세요!
여러분이 리포터가 되어 이름, 나이, 직업, 사는 곳 등을 간략히 멘트로 담아주세요 ^^
* 녹화 사이사이 본인의 필요에 따라 자유자재로 멘트를 하셔도 좋습니다~
* 가족이나 주변 동료들의 멘트나 인터뷰도 환영입니다.
2. 촬영 시작 시 현재 날짜와 시간 등을 녹화해 주세요!
시계나 달력을 보며 지금은 0월 0일, 0시다, 라고 해주셔도 좋고~
벽시계 혹은 PC에 기재된 시간 달력 등을 영상에 담아주셔도 좋습니다!
* 또 하나!
아침에 찍고 나서 오후나 저녁에 촬영을 재개하는 경우처럼
어느 정도 시간이 경과했을 시엔 촬영 재개 시간을 꼭 담아주시길 바랍니다.
만약 내 영상이 채택된다면? : 방송 1분당 10만 원의 사례비를 드립니다.
(1분 미만 영상은 일할 계산 후 지급합니다)
아래와 같이 신청해주십시오.
<다큐멘터리 3일>을 사랑하는 시청자 여러분의 많은 참여 부탁드립니다.
-----------------------------------------------------------------------------
신청 자격 : 경력, 나이, 성별, 국적 무관
촬영 장비 : 상관없음. (핸드폰 혹은 보유하고 계신 카메라로 찍어 주세요)
세부 일정 및 내용
가. 신청접수 : 기간: 2020년 9월 8일 화요일 ~ 9월 23일 수요일 밤12시까지
나. 보내실 곳 : 3days@kbs.co.kr
다. 기재사항 : 이름, 생년월일, 전화번호, 간략한 주소 (채택 시 사례비 관련 연락처입니다)
라. 선발 : 메일 내용 검토 후 방송 영상으로 채택, 개별 연락
방송분량 기준 1분당 10만 원의 사례비 지급 (유튜브, 재방송, 다시보기 등은 제외)
마. 촬영일시 : 상관없음. (위 기간 중 시청자 VJ가 선택, 하루 촬영도 좋고 며칠에 걸친 촬영 도 좋습니다)
바. 촬영장소 : 상관없음. (단, 코로나19 안전 수칙 내에서 촬영)
사. 분량 : 상관없음 ( 많이! 자주 찍을수록 당첨 확률은 높아지겠죠? 보내신 영상은 개인 SNS 등에 활용 가능합니다)
아. 동의 사항:
①시청자 VJ 챌린지 응모와 동시에 영상의 2차 가공, 2차 저작권은 KBS에 소속됩니다.
②시청자 VJ 챌린지 응모와 동시에 등장인물의 초상권 및 저작권 사용에 동의한 것으로 간주합니다.
③코로나19 방역 수칙에 어긋난 촬영은 채택될 수 없습니다.
④ 응모 시 제출자의 이름, 전화 번호, 주소는 제작진과의 연락을 위해 수집 이용하며, 응모 기간부터 방송일까지 이용 후 폐기됩니다. 미동의시 챌린지 채택 여부에 제한이 있음을 알려드립니다. (개인정보보호법 제16조)
자. 필수 촬영 사항:
 촬영자 이름, 나이, 직업, 사는 곳, 현재 날짜와 시간
 시간을 나타내는 물건들 촬영 (시계, 휴대폰, 달력, TV 속 시계 등)
[촬영 Tip! ]
• 촬영이 이루어진 곳의 외경 (집, 가게, 건물 등)이 있으면 채택 확률이 높아집니다.
• 음식, 책, 소품 등 클로즈업/타이트 샷 이 있으면 좋습니다.
• 편집하지 않으셔도 됩니다. 촬영 원본을 보내주세요.
• 며칠에 걸쳐 찍는 영상의 경우, 한꺼번에 모아서 보내지 않으셔도 좋습니다.
그날그날 촬영된 분량을 몇 차례에 걸쳐 보내주시면 더 좋습니다!
• ‘음악’을 깔거나, 효과를 넣는다거나 자막을 넣으시면 안 됩니다.
• 인물 촬영 시 모자이크, 음성 변조를 조건으로 한 촬영은 방송에서 제외됩니다.
• 특정 상호 등에 대한 노출과 언급은 방송법 규정 하에 가려질 수 있습니다.
• 세로 영상보다는 가로 영상으로 보내주세요.
* 기타 문의 사항은 <다큐멘터리3일> 홈페이지 게시판에 남겨주세요.",https://everytime.kr/375208/v/143221907,3,3,0,6,부업 관련이나 실패 여부 애매
옷 구멍 벌레 vs 불량,"23/12/05 20:50
새로 산 옷 택도 제거안한 상태로 핏 보려고 한번 입고 비닐봉투에 싸서 긱사 서랍에 뒀어
오늘 택 제거할겸 다시 입으려고 보니까 이렇게 진체적으로 다 구멍나있는데 이거 옷벌레가 먹은거야? 아님 쇼핑몰에서 불량으로 온건데 내가 못본걸까
한번도 못입고 전체적으로 구멍뚫린 걸 보니까 너무 화나..
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/324055460,3,0,0,3,부업 관련이나 실패 여부 애매
우리 1학기 전체 재택수업이야??,"(알수없음)
20/04/30 04:21
우리 1학기 말에 학교 들가는거 아니었어? 결국 1학기 전체 온라인 강의 하는거야?",https://everytime.kr/375208/v/118744525,3,2,0,5,부업 관련이나 실패 여부 애매
돈에 쪼달리기 싫은데,"23/08/27 15:07
부모님 지원 하나 없이 학교 다녀야 해서 종강 후로 부터 투잡 뛰어서 260정도 벌고 개강 후엔 화수목금토일 쓰리잡 뛸 예정,, 내 인생 레전드
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/313975346,3,1,0,4,부업 관련이나 실패 여부 애매
코로나,"22/03/28 20:52
확진1일차 ㄴ증상 기침 두통 가레 콧물 등등 재택치료 독방에 갇힌 느낌",https://everytime.kr/375209/v/242849111,3,1,0,4,부업 관련이나 실패 여부 애매
나사 재택근무 근황jpg,"(알수없음)
20/04/17 17:56
집에서 원격으로 화성탐사로봇 큐리오시티 제어 중
2억2천만km짜리 원격근무
(알수없음)",https://everytime.kr/375208/v/116379054,3,1,0,4,부업 관련이나 실패 여부 애매
원피스 새상품,"25/05/16 13:52
하객룩으로 입으려고 샀는데 결혼식 갈 일이 딱히 없어 한 번도 입지 않고 보관만 해 둔 새상품입니다.
평소에는 사진처럼 블라우스에 받쳐입으면 되고,
스냅사진 찍을 때나 여행갈 때는 뷔스티에 원피스처럼 단독으로 착용해도 예뻐서 활용도가 좋아요.
비슷한 디자인 타쇼핑몰에서 남자친구는 검은색 셔츠에 커플룩으로 코디한 것을 봤는데 그것도 예쁘더라구요.
보세지만 말 안하면 브랜드제품이라고 착각할 정도로 품질, 핏, 디자인 완벽합니다!
아뜨랑스에서 구매했었는데 지금은 품절인 것 같고, 사이즈는 S에요.
사정 상 택배만 가능합니다ㅜ
대신 반값택배 하시는 경우엔 제가 택배비 부담할게요!",https://everytime.kr/377489/v/380067398,3,1,1,3,부업 관련이나 실패 여부 애매
3D 디자인 스터디,"25/01/06 15:41
여기에다가 올리는 게 맞나 싶지만
3D 디자인 및 애니메이션 같이 공부하실 분
목표 작업물 설정하고
블렌더나 또는 원하는 프로그램으로 작업물 만들어서 공유 및 서로 꿀팁 공유하는 방식으로 진행하려고 하는데 자유롭게 변경가능
초보인데 부업 또는 취미용
관심있으면 쪽지",https://everytime.kr/375182/v/365208265,3,1,0,4,부업 관련이나 실패 여부 애매
동의하고 싶은분? -등록금 일부 반환 고려요청,"(알수없음)
20/04/02 05:05
에타 핫게에 올라온 동의 게시물 보고
다른 게시물 있나 싶어서 목록을 보다가 가져왔습니다.
동의 여부는 전남대생들의 자유라고 당연히!! 생각합니다
킹치만 이런 글이 있다는 것조차 모르고 선택의 기회가 오지 못하는건 안타깝다고 생각해서 가져왔습니다.
<3문장 요약>
우선 이런 상황에 재택수업은 당연히 옳고 다들 고생이 많지만, 현재 실시간 강의는 현장 강의와 많은 차이가 있는건 사실이다.
서로간의 이해와 협조가 필요하다고 생각하고
재택근무로인한 수업결손(->대학에 걸맞는 수업의 질이 현장강의에 비해 상대적으로 떨어진 현재의 재택수업)에대해 학생들에게 되돌려주는것을 고려 해주시면 좋겠다.
많은 분들의 노력과 힘듬을 알지만, 여러 측면을 고려해주셔서 작은 일부분이라도 돌려주는 방안을 생각해주시면 정말 감사드리겠다.
<링크>
http://www.jnu.ac.kr/WebApp/web/HOM/COM/Board/board.aspx?boardID=8&bbsMode=view&page=1&key=70651
(알수없음)",https://everytime.kr/375208/v/113669000,3,1,0,4,부업 관련이나 실패 여부 애매
알바 그만두고 싶은데,"22/03/07 01:38
갑자기 가게가 문을 빨리 닫아서 한달로 치면 원래 받기로 한 돈보다 10만원넘게 덜받아…
그래서 28..? 정도밖에 못받는데 이거때문에 주말 저녁을 통째로 날리기도 그렇고 ㅜㅜ
뭐라 말하는게 좋을까..? 심지어 오늘 투잡뛰는것도 직원언니가 알아버렸어
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/237268519,3,3,1,5,부업 관련이나 실패 여부 애매
오늘 근장 근무지에서 확진자 나와서,"22/02/04 18:19
직원들 다 퇴근하고 근장 담당자분이 근장 애들 다 재택근무로 바꿔줬거든?
근데 다른 학교 근장들은 다 정상등록됐는데 전남대만 전화와서 재택근무 불가라고 못 박아버림..
전대 행정 두고두고 기억할거야 진짜..
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/228838076,3,3,0,6,부업 관련이나 실패 여부 애매
지구의 이해 정철환교수님,"20/03/20 21:05
과제제출
지구의 이해 1주차 재태수업 과제물
1주차 재택수업 과제물 문답지
두개 다 들어가서 제출해야하나요?",https://everytime.kr/375208/v/111176354,3,1,0,4,부업 관련이나 실패 여부 애매
블로그 포스팅 알바 구함,"23/04/17 13:06
광고 컨텐츠 관련 사업하는 졸업생인데 간단한 블로그 포스팅 알바하실 분 구합니다!!
모든 부분 협의 가능하니 많은 지원 부탁드려용ㅎㅎ
자세한 내용⏬️⏬️
블로그 포스팅 알바 건당 1.5만
· 주요 포스팅 내용 : 건강정보
· 최소 글자 수 : 2,000자 이상
· 페이 : 건당 1.5만
· 지급 : 컨텐츠 검수 후 건당 바로 지급
건강 컨텐츠 작성하실 분 구합니다.
컴퓨터만 다룰 줄 알면 누구나 할 수 있습니다.
키워드에 대한 내용을 파악하고 고유 컨텐츠를 작성하는 업무입니다.
센스있는 글 구성과 사진 등의 배치를 신경써주시면 됩니다. (차근차근 알려드립니다)
글은 원하시는 아무때나 작성해서 넘겨주시면 페이 지급합니다.
집에서 부업으로 편하게 일하시면 됩니다.
주부, 학생, 직장인 모두 환영입니다.
컨텐츠 작성은 매일 한개씩도 가능하고, 1주에 3개도 가능합니다. (한마디로 하고싶을때!)
우대사항 : 글 작성이 편하신 분. 구글링이 편하신 분.
지원방법 : 쪽지 또는 이메일
이메일 : rlaquddn0356@gmail.com",https://everytime.kr/375208/v/298957517,6,1,1,6,부업 관련이나 실패 여부 애매
근데 너네들 복합쇼핑몰 코스트코 원하면서,"24/04/06 18:00
왜 투표는 반대로 함??
진짜 복합쇼핑몰이 싫어??
(삭제)
삭제된 댓글입니다.
(알수없음)
공약 지켰었는지까지 보고 찍어
24/04/06 18:01",https://everytime.kr/375208/v/338432457,3,3,0,6,부업 관련이나 실패 여부 애매
헬스하시는 분중,"19/12/26 23:08
네이버 스마트스토어 운영중입니다.
이번에 헬스용품 런칭 준비중입니다.
상세페이지 제작과 관련 업무 도와주실분
상대 근처 거주하시는분 있을까요?
제가 판매할 용품 준비해서 사용하시는 장면이나
관련 컨텐츠 함께 기획하는 일입니다.
푸쉬업바, ab휠, 문틀철봉 등등 준비중입니다~
쪽지나 댓글 보내주세요",https://everytime.kr/375208/v/98126613,4,1,0,5,부업 관련이나 실패 여부 애매
✔️쇼핑몰 창업 설문조사✔️,"23/11/23 17:44
안녕하세요.
저는 의류인터넷쇼핑몰을 준비중인 전남대학교 졸업생입니다.
2023년부터 창업지원을 받아 2025년 쇼핑몰 런칭을 준비중입니다.
원래 가고자했던 진로와 다른 길을 가고있으나 시간과 정성을 쏟아 소비자들에게 좋은 서비스를 드리고자 연구중입니다.
런칭 전에 미리 기존 쇼핑몰 이용시 불편했던 점 등 소비자의 니즈를 파악하고 싶었고
타겟 시장 파악 및 쇼핑몰 운영에 작은 도움이 필요하여 이렇게 설문을 올리게 되었습니다.
여러분들의 소중한 의견을 모아 비지니스를 성장시키도록 하겠습니다.
귀한 시간을 잠깐 내어 아래 폼 작성 부탁드립니다
감사합니다.☺️
감사한 마음을 담아 작은 선물을 드리겠습니다. (무작위 추첨)
https://forms.gle/YWfkYCB7kPJHMhW79",https://everytime.kr/375210/v/323005442,3,1,0,4,부업 관련이나 실패 여부 애매
경영대 무신사 쇼핑몰 대표,"25/09/10 20:08
나도 건너건너 아는사람인데
원래 아는사람들은 다 알정도로 유명함
돈 개많이쓰긴 하더라 명품 오마카세 호캉스 이런걸로
과생활 안하고 행사같은것도 안나오던데
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/389608323,3,1,0,4,부업 관련이나 실패 여부 애매
ㅅㅂ 좀만 정치 공부하고 관심있게 보면,"24/12/14 16:18
누가봐도 민주당 독재하면 망하는 거 보이는데
그냥 사람들 하니까 다 따라하는 ㅈ같은 민심때문에
나라꼴 다 망하고 특히 광주는 복합쇼핑몰 하나 없이 몰락하겠네",https://everytime.kr/375208/v/363158613,3,1,1,3,부업 관련이나 실패 여부 애매
광주에 쇼핑몰 내가 안가본곳 있을까?,"25/04/22 15:26
롯데아울렛 수완,월드컵점 현대백화점 신세계백화점 홈플러스 이마트 롯데마트 롯데마트맥스 농협하나로마트 가봤는데 광주에 안가본 대형마트나 쇼핑몰 또 있을까?",https://everytime.kr/375208/v/377800958,3,1,0,4,부업 관련이나 실패 여부 애매
복합쇼핑몰 3개 만든다는 거 무산될까?,"24/12/15 00:26
복합쇼핑몰
투표
투표 기능은 모바일 앱에서 만나보실 수 있어요.",https://everytime.kr/375208/v/363217141,3,1,0,4,부업 관련이나 실패 여부 애매
근데 왜 복합쇼핑몰 반대함?,"(알수없음)
24/12/15 00:13
결국 시장 가는 사람들은 노인층으로 정해져 있고
노인층 시장 가던 사람은 똑같이 갈거고 젊은층도 시장 갈사람은 또 가잖아
복합쇼핑몰 때문에 이용고객층이 흡수 당한다는건 개소리 아님?
평소 시장에서 야채사던 할머니가 복합 쇼핑몰 지어지면 갑자기 거기서 야채를 사나..",https://everytime.kr/375208/v/363215670,4,2,0,6,부업 관련이나 실패 여부 애매
교직원 머리통 ㅆㅎㅌㅊ,"(알수없음)
20/03/04 10:07
대구경북 들렀다가 나온 애들은
본인이 학교가면 퍼뜨릴거같아도
재택 수업 못함ㅋㅋ
아마 조교한테 들었다는애가 잘못전달받은듯",https://everytime.kr/375208/v/107248781,3,1,1,3,부업 관련이나 실패 여부 애매
227번 도우미임?,"20/08/16 13:38
난 노래방 도우미는 한 노래방에서만 일하는 줄 아니었는데
투잡 쓰리잡 에잇잡까지 뛰누",https://everytime.kr/375208/v/136980709,3,1,0,4,부업 관련이나 실패 여부 애매
전대 독어독문 나와서,"24/08/10 16:43
취업 못하고 네이버 스마트스토어 운영 중이면 과 내 상위 몇프로인가요??",https://everytime.kr/375208/v/350907033,3,0,0,3,부업 관련이나 실패 여부 애매
진지한 아싸의미래 고민상담..,"20/12/30 00:24
안녕하세요 곧 복학하는 3학년인데 큰 고민이 있습니다. 그 고민은 이 황금같은 방학에 멀 해야할지 몰라 시간을 날리고 있는거에요. 남들은 다 방학때 자기계발하면서 시간보낼텐데 저도 하려고 노력하는데 이게 맞는건지 모르겠어요. 방학이라 공부보단 책을 보자 생각해서 경제관련책을 봤는데 요즘같은 어려운 시대에 취직이 다가 아니다 제태크를 꼭 해야한다 직장과 부업을 동행해라 머 주식을해라 등등 이런 경제이야길 들으니까 맞는것같고 나도 해야될것같은 느낌..?? 그리고 유튜버나 월 몇천버는 창업사장님들, 주식, 스마트스토어, 등등 이른 나이에서 시작해서 성공하는 사람들 보면 나도 취직을 위한 공부가 아니라 이런걸 시작해야하나 생각도 들고.. 부모님은 그냥 그런생각하지도 말고 공부만해서 취직부터하라는데 이게 맞는지도 잘모르겠어요.
제 과가 잘맞는다면 저도 공부 열심히 할텐데 잘 안맞는것 같아요ㅜ 물론 다들 이렇게 생각하시겠지만 어찌됐든 일단 해보자해서 주식관련 공부부터 시작했습니다. 너무 심오하게 주식을 하면 학업에 방해될까바 달마다 etf만 적금식으로 장기투자를 시작했고 나름 시작한거에 의미를 둬서 다른것도 해보자해서 블로그를 시작했어요 요즘 대외활동하려면 블로그가 필수라 시작했지만 글쓰기를 싫어하는데 글을 몇개 포스팅해도 잘될일이 없죠.. 나름 글쓰기 관련책을 읽어도 이해는가지만 실천은 어렵고하니 하기 싫어집니다. 블로그를 키워서 기자단이나 대외활동도 나가보려 했지만 이런상태니 대외활동 신청할 수가 없죠 알바를 알아봐도 알바자리도 많지않고 되는일이 잘 없으니 그냥 막막해요. 지금 머라도 해야겠다는 맘이 굴뚝같은데 머리속에서 생각만 하니까 한가지에 집중을 못하는것 같아요. 또 제가 돈을 빨리 벌어야한다 이런 걱정도 있는것 같아요 이 글을 보면 답답할거라 생각되지만 정신차리게 조언이라도 해주셨으면 감사하겠습니다.
(알수없음)",https://everytime.kr/375208/v/159776638,10,3,4,9,부업 관련이나 실패 여부 애매
국보법 폐지 발의,"25/12/09 18:13
발의자 중 한명이 민형배 광주 국회의원 실화냐 이러니 ㅅㅂ 광주는 뭐다 라는 소리가 더 나오지 진짜 답도 없네
자게 보니까 저 사람 2호선도 반대 복합쇼핑몰도 반대 진짜 뭐하는 사람임?",https://everytime.kr/375208/v/395716995,3,1,0,4,부업 관련이나 실패 여부 애매
,"20/03/02 16:28
우리 국립대라 특수과 제외해도 빼박 교육부 지침대로 재택수업이야...",https://everytime.kr/375210/v/106835081,3,0,0,3,부업 관련이나 실패 여부 애매
이번 정책으로 알았다 ㅇㅇ,"25/06/16 18:50
지거국 서울대 만들기< 지거국을 서울대로 올려치기 하는것이 아니였다.
서울대를 지거국급으로 내려치기가 맞다
안그렇고서야 대형 쇼핑몰을 저렇게 개차반 낼수가없음
올려서 평등만들긴 힘드니까 내려서 평등을 만들겠다 그저 대 재 명",https://everytime.kr/482730/v/383096215,3,0,0,3,부업 관련이나 실패 여부 애매
알바 시간 봐줘ㅠㅠ,"24/01/19 20:37
주말 11시-3시
토 월 5시 반-11시
토요일 투잡이야!!
방학때+ 3월 한달만 이렇게 할 생각인데 많이 빡셀까…",https://everytime.kr/375208/v/328069777,3,1,1,3,부업 관련이나 실패 여부 애매
근데 광주사람들은 무조건 윤 좋아해야 하는 거,"25/01/14 11:14
아니냐
복합쇼핑몰 3개나 지어줬는데
참고로 광주에는 건국이래 복합쇼핑몰 0개였다",https://everytime.kr/375208/v/365778628,3,3,0,6,부업 관련이나 실패 여부 애매
한달150씩쓴다,"19/06/08 14:48
알바70 용돈50 부수입30 정도되는데 진짜 싹 다 쓰고 모자라다... 월세 폰비 불포함.. 앞으로 어케 살지 막막함
(알수없음)",https://everytime.kr/375208/v/78462821,3,1,0,4,부업 관련이나 실패 여부 애매
,"20/03/17 08:48
원격강의랑 재택수업E클래스랑 뭐가다르지? 실시간이고 아니고의 차이인가? 아님 똑같은뜻..?",https://everytime.kr/375210/v/109960158,3,1,0,4,부업 관련이나 실패 여부 애매
,"(알수없음)
20/03/05 20:30
싸이버강의 재택수업한다는데
나같은 먼 지역에서 오는 20학번 신입생은 어떡함??
3/15일까지 기숙사 입소해서 싸이버강의 듣는거임??
아니면 광주 안 가고 내 집에서 싸이버강의 듣는거임??",https://everytime.kr/375210/v/107591208,3,1,0,4,부업 관련이나 실패 여부 애매
❣️고품격 동아리 선율❣️에서 신입기수 37기를 모집합니다!,"20/03/15 19:13
🎶고품격 동아리 선율🎶에서 신입기수 37기를 모집합니다!!
⭐악기나 보컬에 관심이 있으신 분들
⭐음악을 사랑하시는 분들이라면
신입생, 재학생 관계없이 누구나 지원하실 수 있습니다!
관심이 있으신 분들은 밑에 안내한 번호로 연락해주시면됩니다!( 문자와 톡 모두 환영입니다🤗)
🎸회장 010 3247 5955
🎸부회장 010 6207 5197
🎤오디션 일정🎤
1차 오디션 : 3월 31일 (화)
2차 오디션 : 4월 2일 (목)
3차 오디션 : 4월 7일 (화)
24일 예정이었던 오디션은 재택수업으로 취소 되었습니다!
💜동아리 선율에 관심이 있으시다면 부담없이 연락해주세요!!💜
instagram: @seonyoul_official
facebook: 전남대 선율-seonyoul
(알수없음)",https://everytime.kr/375182/v/109343137,3,1,0,4,부업 관련이나 실패 여부 애매
ㄴ네이버 스마트스토어 하시는분,"19/10/09 02:59
네이버 스마트스토어 하시는 전대생 있나요.
전 1개월 차 매출 600, 마진 250 정도 유지하고 있습니다. 혹시 하고 계신분 있으면 만나서 소통하고 싶습니다. 정보 공유 및 함께 성장하고자 합니다. 유통관련 학과 및 경영학과 등 상품 판매와 스토어팜에 관심 있는분 쪽지나 댓글 바랍니다.
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/90706981,5,1,0,6,부업 관련이나 실패 여부 애매
,"21/12/15 22:44
안녕하세요?
시가총액 1위 기업 모 사업부 소속 12학번 화석입니다.
재택근무 기간에 광주 자택에 내려와 있었습니다.
첨부된 사진은 전남대 캠퍼스 산책 중 용지관 옆 지나가다 찍은 고양이입니다.
이름은 모르겠습니다.
그럼 수고하세요.",https://everytime.kr/409819/v/222608546,3,1,0,4,부업 관련이나 실패 여부 애매
,"20/03/13 18:14
재택 근무 9일차
휴무날인데 왜 자꾸 일시키는지 노이해...
어제 과장님이 자기가 너무 화내서 미안하다고 자유복장 하자며 면나시만 입고 나타났는데 끔찍
제발 세미정장했으면...",https://everytime.kr/386037/v/109004286,3,1,0,4,부업 관련이나 실패 여부 애매
ᅟ,"25/07/03 18:34
이뉴야샤야 너는 삼익에 젖어드는 손수건과 같다
이누야사야 너희는 내가 너희를 떠나 보내는 마음에서
차례상과 거상으로 우리 사람 꿈과 또한 헨리 인조 인간에 대해서 이뉴야사 에서 헨리가 날개를 달면 해를
품은달 시간이 거슬러 달을 맞이 하는 한 소녀가 장금이의 꿈
장금이가 부업을 하면서 서방님 이라고 불리우는 것이
너에 사나이 란다.",https://everytime.kr/375208/v/384567175,3,1,0,4,부업 관련이나 실패 여부 애매
공학수학2 정재택교수님꺼 셤언제인지아시는부운...,"21/12/12 14:46
ㅈㄱㄴ
이 글은 댓글이 달린 이후에는 수정 및 삭제가 불가능하므로, 작성하신 댓글이 삭제될 우려가 없어요.
보다 많은 학우들에게 도움이 될 수 있도록 정성이 담긴 답변을 부탁드려요.",https://everytime.kr/375208/v/221969051,3,3,0,6,부업 관련이나 실패 여부 애매
신천지도 조심해야하지만 다단계도 조심하세요!,"23/10/27 15:55
찾아보니까 상무지구에서 꽤 활발하게 활동하더라구여. 최근에 친해진 친구가 부업 하나 해볼래 해서 따라갔더니 다단계였던..
코스모스지 다단계 회사입니다 조심하세요!",https://everytime.kr/375208/v/320619846,3,0,0,3,부업 관련이나 실패 여부 애매
광주 2호선 복합쇼핑몰 무산될 거 같다,"01/02 11:10
기정이형 상대가 2호선 복합쇼핑몰 강력 반대한다더라
근데 기정이형 이번 패배 확률 99%래
복합쇼핑몰 평생 안 생기는 거냐",https://everytime.kr/375208/v/397433983,3,3,0,6,부업 관련이나 실패 여부 애매
5센티만 크고싶구나,"25/03/30 00:49
컴플렉스 그런거 없는 줄 알았는데 은근 있더라
구래서 30살까지 재택근무 가능한 고소득 직장을 얻는게 목표임
진짜진짜 열등감이나 키정병 비스무리한게 그때까지 남아있다면 수술해보게",https://everytime.kr/375181/v/375278459,3,0,0,3,부업 관련이나 실패 여부 애매
민주당일땐 안지어주더니,"24/03/16 09:52
정권바뀌니까 쇼핑몰도 들어오네 더현대+지하철 하나 더
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/336017687,3,1,0,4,부업 관련이나 실패 여부 애매
재택수업 연강에 대한 고찰,"20/03/31 19:59
코로나 때문에 연강 하는 건 맞긴 한데
맨날 집에만 있으려니 답답하다
과제하는 것도 지긋지긋하고
백도도 열었으면 좋겠고
인강보다 현강이 듣고 싶고
얼마 남지 않은 내 대학생활이
이렇게 재택수업로 흘러가는 것도
원하지 않아
나만 이렇게 생각하나?",https://everytime.kr/375208/v/113376765,3,1,0,4,부업 관련이나 실패 여부 애매
대학교 3학년때 모은 돈이 8천만원 이었음,"(알수없음)
25/01/07 00:25
지금으로부터 약 5년전 얘긴데
휴학 하면서 집에서 공부 하다가
이커머스 쪽을 알게 됨
그러다가 쿠팡 파트너스 라는 것이 있었는데
쉽게 말해서 블로그나 유튜브 등에 물건
띄워서 이용자가 구매하면 수수료 3% 먹는거임
초창기때는 심지어 추가 커미션도 줬는데
2배였음 그래서 6퍼 까지도 줬었음
그거에 꽂혀서 하루에 2시간씩 유튜브나
블로그 등에서 링크 존나 띄워서
1년에 2500씩 벌었음 그렇게 3년 넘게
휴학하면서 부업으로 돈 벌고 해서
애플에 3천 넣고 나머지 돈으로 차샀음
지금은 직장 다니고 있는데 개꿀이었음
(삭제)
삭제된 댓글입니다.
(알수없음)
니인생이 더 모자람
25/01/07 00:37
(삭제)
삭제된 댓글입니다.
(알수없음)
느엄마한테 사달라고 해
25/01/07 00:37",https://everytime.kr/375208/v/365251067,9,3,0,12,부업 관련이나 실패 여부 애매
시험볼때,"22/04/18 22:09
학생증 안 만들었는데 스마트스토어에 있는 거 보여 드리면 되죠?
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/246881032,3,0,0,3,부업 관련이나 실패 여부 애매
정치학과 김용철교수님 수업,"20/04/07 15:08
재택강의 기간동안 정말 과제만 내주실까?
할때마다 울거같아 힘들어
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/114609194,3,1,0,4,부업 관련이나 실패 여부 애매
복합쇼핑몰? 신세계가 독식하고있는데,"24/04/10 19:51
광주 신세계백화점 영업이익 쏠쏠히 가져오는데 다른복합쇼핑몰들 들어오는거 좋아하겠음?
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/338888898,3,1,0,4,부업 관련이나 실패 여부 애매
복합쇼핑몰 무새들,"24/04/09 16:16
니들 돈주고 지어줄것도 아닌데 왜 자꾸 생색이냐ㅋㅋ 못지어줘서 한이면 니들돈으로 지어줘라
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/338740941,3,1,1,3,부업 관련이나 실패 여부 애매
